arxiv_id,source,label,tag,title,primary_category,submitted_date,abstract_clean,reason,paper_url,full_text_url,review_basis
2509.24002,embedding,1,,MCPMark: A Benchmark for Stress-Testing Realistic and Comprehensive MCP Use,cs.CL,2025-09-28T17:53:27+00:00,"MCP standardizes how LLMs interact with external systems, forming the foundation for general agents. However, existing MCP benchmarks remain narrow in scope: they focus on read-heavy tasks or tasks with limited interaction depth, and fail to capture the complexity and realism of real-world workflows. To address this gap, we propose MCPMark, a benchmark designed to evaluate MCP use in a more realistic and comprehensive manner. It consists of high-quality tasks collaboratively created by domain experts and AI agents. Each task begins with a curated initial state and includes a programmatic script for automatic verification. These tasks demand richer and more diverse interactions with the environment, involving a broad range of create, read, update, and delete (CRUD) operations. We conduct a comprehensive evaluation of cutting-edge LLMs using a minimal agent framework that operates in a tool-calling loop. Empirical results show that the best-performing model, gpt-5-medium, reaches only % pass@1 and % pass^4, while other widely regarded strong models, including claude-sonnet-4 and o3, fall below % pass@1 and % pass^4. On average, LLMs require execution turns and tool calls per task, significantly surpassing those in previous MCP benchmarks and highlighting the stress-testing nature of MCPMark.",실제 MCP 서버에서 CRUD와 장기 상호작용을 요구하는 실행형 작업으로 model-context-protocol 사용 능력을 stress-test한다.,https://arxiv.org/abs/2509.24002,https://arxiv.org/pdf/2509.24002,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2606.08878,embedding,1,,PerspectiveGap: A Benchmark for Multi-Agent Orchestration Prompting,cs.CL,2026-06-07T23:26:12+00:00,"Real-world LLM applications are moving beyond single-agent workflows toward orchestrated multi-agent systems, yet current models still struggle to determine what each sub-agent needs to know. To measure this, we introduce PerspectiveGap, a benchmark for evaluating LLMs' ability to compose orchestration prompts for multi-agent systems. PerspectiveGap contains 110 scenarios, each evaluated through two distractor-mixed task formats: role-fragment assignment and free-form prompt writing. These scenarios are organized into 10 topologies, which are distilled from the authors' real-world engineering practice and framed by the Prompt Economy principle: building loop-centered orchestrations that maximize utility with minimal role and engineering overhead. In experiments with 33 commercial models from 10 companies, GPT-5.5 substantially outperforms all competitors, whereas Opus 4.8 shows a notable weakness in orchestration prompting despite its strong coding performance. Nevertheless, PerspectiveGap remains challenging: the evaluated models achieve an average combined pass rate of only 17.2 % (GPT-5.5 62.0 %) and an average overall leakage rate of 217.9 % (a per-scenario information leak-event count, not a proportion; GPT-5.5 49.1 %). These findings suggest that multi-agent orchestration prompting is a distinct and under-evaluated capability, and PerspectiveGap provides a foundation for measuring and improving it systematically.",다중 agent의 역할별 정보 배분과 orchestration prompt 작성 능력을 실제 engineering topology 기반 시나리오로 평가한다.,https://arxiv.org/abs/2606.08878,https://arxiv.org/pdf/2606.08878,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2508.17281,embedding,1,,From Language to Action: A Review of Large Language Models as Autonomous Agents and Tool Users,cs.CL,2025-08-24T10:02:51+00:00,"The pursuit of human-level artificial intelligence (AI) has significantly advanced the development of autonomous agents and Large Language Models (LLMs). LLMs are now widely utilized as decision-making agents for their ability to interpret instructions, manage sequential tasks, and adapt through feedback. This review examines recent developments in employing LLMs as autonomous agents and tool users and comprises seven research questions. We only used the papers published between 2023 and 2025 in conferences of the A* and A rank and Q1 journals. A structured analysis of the LLM agents' architectural design principles, dividing their applications into single-agent and multi-agent systems, and strategies for integrating external tools is presented. In addition, the cognitive mechanisms of LLM, including reasoning, planning, and memory, and the impact of prompting methods and fine-tuning procedures on agent performance are also investigated. Furthermore, we evaluated current benchmarks and assessment protocols and have provided an analysis of 68 publicly available datasets to assess the performance of LLM-based agents in various tasks. In conducting this review, we have identified critical findings on verifiable reasoning of LLMs, the capacity for self-improvement, and the personalization of LLM-based agents. Finally, we have discussed ten future research directions to overcome these gaps.","single·multi-agent 구조, planning·memory, 외부 tool 통합을 체계적으로 분류한 LLM autonomous-agent review다.",https://arxiv.org/abs/2508.17281,https://arxiv.org/pdf/2508.17281,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2604.04323,embedding,1,,How Well Do Agentic Skills Work in the Wild: Benchmarking LLM Skill Usage in Realistic Settings,cs.CL,2026-04-06T00:10:30+00:00,"Agent skills, which are reusable, domain-specific knowledge artifacts, have become a popular mechanism for extending LLM-based agents, yet formally benchmarking skill usage performance remains scarce. Existing skill benchmarking efforts focus on overly idealized conditions, where LLMs are directly provided with hand-crafted, narrowly-tailored task-specific skills for each task, whereas in many realistic settings, the LLM agent may have to search for and select relevant skills on its own, and even the closest matching skills may not be well-tailored for the task. In this paper, we conduct the first comprehensive study of skill utility under progressively challenging realistic settings, where agents must retrieve skills from a large collection of 34k real-world skills and may not have access to any hand-curated skills. Our findings reveal that the benefits of skills are fragile: performance gains degrade consistently as settings become more realistic, with pass rates approaching no-skill baselines in the most challenging scenarios. To narrow this gap, we study skill refinement strategies, including query-specific and query-agnostic approaches, and we show that query-specific refinement substantially recovers lost performance when the initial skills are of reasonable relevance and quality. We further demonstrate the generality of retrieval and refinement on Terminal-Bench 2.0, where they improve the pass rate of Claude Opus 4.6 from 57.7% to 65.5%. Our results, consistent across multiple models, highlight both the promise and the current limitations of skills for LLM-based agents. Our code is available at https://github.com/UCSB-NLP-Chang/Skill-Usage.",대규모 실제 skill 저장소에서 agent가 필요한 skill을 검색·선택·사용하는 성능을 현실적 조건으로 평가한다.,https://arxiv.org/abs/2604.04323,https://arxiv.org/pdf/2604.04323,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2607.14108,embedding,1,,Eta Given Delta: Defining LLM Tool Efficiency With Marginal Tool Utility,cs.CL,2026-05-07T20:57:17+00:00,"This paper introduces tool efficiency, a new quantitative metric to evaluate the rate of useful tool calls in an LLM agent trajectory. To ensure that tool efficiency is well-defined, we also introduce marginal tool utility, a new quantitative metric defined per tool call indicating whether a tool is useful or whether it can be safely removed from the tool suite without affecting accuracy while increasing tool efficiency; in this paper, we determine the sign of marginal tool utility for each tool call in a trajectory using LLM-as-a-Judge. While much prior work has been done to develop techniques that improve tool use by LLMs and design evaluation methods measuring efficiency indirectly using accuracy as a proxy, our work is centered on measuring efficiency directly via the quantitative metric proposed in this paper in post hoc trajectory analyses. It is our intention that this work contributes to the frontier of LLM evaluation research as a springboard for future benchmark designs and agent harness engineering (specifically with regards to creating lean tool suites) that optimize for metrics that complement but are distinct from accuracy.",trajectory의 각 도구 호출이 실제 성과에 기여하는지를 marginal utility로 측정해 tool efficiency를 직접 평가한다.,https://arxiv.org/abs/2607.14108,https://arxiv.org/pdf/2607.14108,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2509.13311,embedding,1,,Towards General Agentic Intelligence via Environment Scaling,cs.CL,2025-09-16T17:57:20+00:00,"Advanced agentic intelligence is a prerequisite for deploying Large Language Models in practical, real-world applications. Diverse real-world APIs demand precise, robust function-calling intelligence, which needs agents to develop these capabilities through interaction in varied environments. The breadth of function-calling competence is closely tied to the diversity of environments in which agents are trained. In this work, we scale up environments as a step towards advancing general agentic intelligence. This gives rise to two central challenges: (i) how to scale environments in a principled manner, and (ii) how to effectively train agentic capabilities from experiences derived through interactions with these environments. To address these, we design a scalable framework that automatically constructs heterogeneous environments that are fully simulated, systematically broadening the space of function-calling scenarios. We further adapt a two-phase agent fine-tuning strategy: first endowing agents with fundamental agentic capabilities, then specializing them for domain-specific contexts. Extensive experiments on agentic benchmarks, tau-bench, tau2-Bench, and ACEBench, demonstrate that our trained model, AgentScaler, significantly enhances the function-calling capability of models.",다양한 모의 API 환경을 자동 생성하고 상호작용 경험으로 일반 function-calling 능력을 학습하는 environment-scaling framework다.,https://arxiv.org/abs/2509.13311,https://arxiv.org/pdf/2509.13311,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2604.03465,embedding,1,,The Tool Illusion: Rethinking Tool Use in Web Agents,cs.CL,2026-04-03T21:18:26+00:00,"As web agents rapidly evolve, an increasing body of work has moved beyond conventional atomic browser interactions and explored tool use as a higher-level action paradigm. Although prior studies have shown the promise of tools, their conclusions are often drawn from limited experimental scales and sometimes non-comparable settings. As a result, several fundamental questions remain unclear: i) whether tools provide consistent gains for web agents, ii) what practical design principles characterize effective tools, and iii) what side effects tool use may introduce. To establish a stronger empirical foundation for future research, we revisit tool use in web agents through an extensive and carefully controlled study across diverse tool sources, backbone models, tool-use frameworks, and evaluation benchmarks. Our findings both revise some prior conclusions and complement others with broader evidence. We hope this study provides a more reliable empirical basis and inspires future research on tool-use web agents.",다양한 web-agent 도구·모델·프레임워크를 통제 비교해 tool-use 효과와 실패 요인을 검증한다.,https://arxiv.org/abs/2604.03465,https://arxiv.org/pdf/2604.03465,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2601.16206,embedding,1,,Computer Environments Elicit General Agentic Intelligence in LLMs,cs.CL,2026-01-22T18:57:09+00:00,"Agentic intelligence in large language models (LLMs) requires not only model intrinsic capabilities but also interactions with external environments. Equipping LLMs with computers now represents a prevailing trend. However, the computer environment's intrinsic value has not been systematically investigated, particularly its potential to elicit general capabilities. Here we introduce LLM-in-Sandbox, which virtualizes the computer as a code sandbox with only basic functionalities, and demonstrate that this minimal setting elicits computer-based meta-capabilities for general task solving: external resource access, file management, and code execution. Without additional training, strong models achieve substantial gains (up to 15.5%) across mathematics, physics, chemistry, biomedicine, long-context understanding, and instruction following, while reducing token consumption by up to 8 times. Furthermore, we develop LLM-in-Sandbox-RL to train models exclusively on non-agentic data within the sandbox, empowering weaker models to harness the environment and internalize these interactions. Our results demonstrate that computer environments elicit general intelligence, yield efficiency gains, and can be harnessed through training, serving as a promising foundation for generalist agents.",코드 sandbox에서 파일 관리·외부 자원 접근·코드 실행을 제공해 소프트웨어 환경의 agentic 능력과 비용 절감을 분석한다.,https://arxiv.org/abs/2601.16206,https://arxiv.org/pdf/2601.16206,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2606.16576,embedding,1,,Can LLM Agents Infer World Models? Evidence from Agentic Automata Learning,cs.CL,2026-06-15T11:23:13+00:00,"We propose agentic automata learning to evaluate the extent to which tool-calling LLM agents can uncover hidden environments through interaction. In our setup, an agent should uncover a hidden deterministic finite automaton (DFA) by interacting with an oracle through (1) membership queries (""Does this string belong to the target language?"") and (2) equivalence queries (""Is this the target DFA?""). This yields a scalable testbed with controlled task complexity, measurable interaction efficiency, and strong baselines (classic automata-learning algorithms). Evaluating state-of-the-art LLMs, we find that performance drops sharply as DFA size increases. Reasoning models are markedly stronger than non-reasoning models, yet trajectory analyses reveal recurring failures in query planning, evidence integration, and hypothesis construction. Overall, our results show that current LLM agents can sometimes perform non-trivial interactive discovery, but remain far less robust and efficient than classic algorithms for the task.",tool-calling oracle와 반복 상호작용으로 숨은 automaton을 추론하게 해 계획·증거 통합을 진단한다. 실제 API 업무보다는 형식 환경에 가깝다.,https://arxiv.org/abs/2606.16576,https://arxiv.org/pdf/2606.16576,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2606.02304,embedding,0,kw_only,Unified Context Evolution for LLM Agents,cs.CL,2026-06-01T14:25:29+00:00,"LLM-based agents can solve multi-step interactive tasks by combining reasoning with environment feedback, yet each episode starts from the same fixed context and any useful strategy discovered along the way is lost once the task ends. Existing approaches either limit learning to the current task or pool all experience into a single untyped store, without distinguishing knowledge types, tracking quality through use, or balancing what the library still lacks. We introduce Unified Context Evolution (UCE), a gradient-free framework that externalizes agent experience into an evolving library of typed Evolvable Context Units (ECUs). UCE decomposes experience into four complementary types (Memory, Strategy, Workflow, and Skill), each generated from trajectories under type-specific conditions, retrieved at decision time, scored through repeated usage outcomes, and pruned when no longer valuable. A scheduling module allocates each cycle's generation budget toward the types where the library is weakest. Across two interactive benchmarks, UCE raises ALFWorld success from 75.4% to 96.3% and WebShop task score from 45.1% to 61.3%, and the accumulated library transfers to alternative actor backbones without retraining.",trajectory 경험을 memory·strategy·workflow·skill로 유형화해 재사용한다. WebShop은 직접 부합하지만 ALFWorld도 함께 평가해 범위가 혼합되어 있다.,https://arxiv.org/abs/2606.02304,https://arxiv.org/pdf/2606.02304,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
